section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P2,DESIGN_AND_MEASUREMENT_WORKFLOW.P2.S1,"Operationally, this paper uses ``measured entropy-source boundary'' to mean the set of physical and temporal implementation elements whose controlled or observed variation can materially change measured output behavior under the evaluated protocol.",1,METHOD,,none,,causal/generalization,medium,None,None,None,entropy,can;evaluated;under,,hyphen_count=1; comma_count=1,"X, this paper uses ``measured entropy-source boundary'' to mean the set of physical and temporal implementation elements whose controlled or observed variation ",SECTION_SPECIFIC,unsupported_claim,ADD_EVIDENCE_ANCHOR
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P2,DESIGN_AND_MEASUREMENT_WORKFLOW.P2.S2,"Under that definition, the boundary is not a certification boundary; it is the boundary needed to interpret the hardware measurements.",2,BOUNDARY,,elaborates,,measurement,low,Experiment setup,None,None,,under,,semicolon_count=1; comma_count=1,"X that definition, the boundary is not a certification boundary; it is the boundary needed to interpret the hardware measurements.",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P2,DESIGN_AND_MEASUREMENT_WORKFLOW.P2.S3,Figure fig:boundary shows the boundary used here.,3,RESULT,,evidences,,measurement,medium,Figure,None,Figure fig:boundary,,,,colon_count=1,X fig:boundary shows the boundary used here.,SECTION_SPECIFIC,none,KEEP
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P2,DESIGN_AND_MEASUREMENT_WORKFLOW.P2.S4,"It includes the data ROs, sample RO, sampled-data registers, sampler-side routing and local implementation, and the restart/warmup/reset timing that directly affects when early samples are taken.",4,SETUP,,jumps,,causal/generalization,low,None,None,None,RO;restart;sampler,,,hyphen_count=2; slash_count=2; comma_count=4,"X includes the data X, sample X, sampled-data registers, sampler-side routing and local implementation, and the restart/warmup/reset timing that directly affect",SECTION_SPECIFIC,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P2,DESIGN_AND_MEASUREMENT_WORKFLOW.P2.S5,"FIFO buffering after entropy-bit formation, UART readout, host capture, and offline analysis are outside the entropy source, but they are part of the measurement chain and must be documented for reproducibility.",5,SETUP,,jumps,,measurement,low,Experiment setup,None,None,entropy,,,hyphen_count=1; comma_count=4,"X buffering after entropy-bit formation, X readout, host capture, and offline analysis are outside the entropy source, but they are part of the measurement chai",SECTION_SPECIFIC,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P3,DESIGN_AND_MEASUREMENT_WORKFLOW.P3.S1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , block/.style={draw, rounded corners=1.5pt, minimum width=18mm, minimum height=8mm, align=center, fill=softgray}, source/.style={block, fill=softblue}, sampler/.style={block, fill=softorange}, readout/.style={block, fill=softgreen}, arr/.style={-{Stealth[length=2mm]}, thick} ] (data) at (0,0) {8 data ROs\\2-stage loops}; (sample) at (2.7,0.95) {9-stage\ RO}; (routes) at (2.7,-0.95) {sampler-side\ / placement}; (regs) at (5.2,0) {64 sampled\ vector}; (xor) at (7.6,0) {all64 XOR\ bit}; (restart) at (5.2,-1.35) {restart / warmup\ condition}; (fifo) at (10.0,0.45) {FIFO / UART}; (host) at (12.2,0.45) {host capture}; (analysis) at (11.1,-1.05) {entropy / restart\ analysis}; (data) -- (regs); (sample) -- (regs); (routes) -- (regs); (restart) -- (regs); (regs) -- (xor); (xor) -- (fifo); (fifo) -- (host); (host) -- (analysis); below:measured entropy-source boundary}] {}; below:measurement/readout chain}] {}; {tikzpicture}} {Operational measured boundary used in this paper.",1,METHOD,,none,,measurement,low,Experiment setup,None,None,RO;entropy;restart;sampler,,,hyphen_count=16; semicolon_count=19; colon_count=2; parentheses_count=68; slash_count=10; comma_count=23,"{figure}[t] { }{!}{ {tikzpicture}[ font= , block/.style={draw, rounded corners=1.5pt, minimum width=18mm, minimum height=8mm, align=center, fill=softgray}, sour",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P3,DESIGN_AND_MEASUREMENT_WORKFLOW.P3.S2,"The sampler side, local physical implementation, and restart/warmup/reset timing that directly affects sampling are inside the evaluated entropy-source boundary; post-XOR FIFO buffering, UART, host capture, and offline analysis are measurement/readout elements.} fig:boundary {figure}",2,SETUP,,evidences,,causal/generalization,low,Experiment setup,None,None,entropy;restart;sampler,evaluated,,hyphen_count=2; semicolon_count=1; colon_count=1; slash_count=3; comma_count=5,"X sampler side, local physical implementation, and restart/warmup/reset timing that directly affects sampling are inside the evaluated entropy-source boundary; ",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P4,DESIGN_AND_MEASUREMENT_WORKFLOW.P4.S1,The workflow is organized as a causal measurement chain rather than a collection of unrelated tests.,1,SETUP,,none,,measurement,low,Experiment setup,None,None,,,,,X workflow is organized as a causal measurement chain rather than a collection of unrelated tests.,SECTION_SPECIFIC,none,KEEP
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P4,DESIGN_AND_MEASUREMENT_WORKFLOW.P4.S2,Figure fig:workflow summarizes the order used in the results: placement first establishes implementation sensitivity; restart exposes fixed-position startup bias; sampler-side counterfactuals test the boundary; {} diagnostics constrain one simple mechanism explanation; and reduced-XOR counterfactuals show same-data-RO direction anisotropy and warmup-dependent cancellation in the final output.,2,SETUP,,evidences,,comparative,medium,Figure,None,Figure fig:workflow,RO;restart;sampler,,,hyphen_count=6; semicolon_count=4; colon_count=2,X fig:workflow summarizes the order used in the results: placement first establishes implementation sensitivity; restart exposes fixed-position startup bias; sa,SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P4,DESIGN_AND_MEASUREMENT_WORKFLOW.P4.S3,"The final node is the boundary conclusion, not a standalone performance claim.",3,BG,,elaborates,,descriptive,low,None,None,None,,,,comma_count=1,"X final node is the boundary conclusion, not a standalone performance claim.",SECTION_SPECIFIC,none,KEEP
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P5,DESIGN_AND_MEASUREMENT_WORKFLOW.P5.S1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , flowstep/.style={draw, rounded corners=1.5pt, minimum width=24mm, minimum height=8mm, align=center, fill=softgray}, arr/.style={-{Stealth[length=2mm]}, thick} ] (p) {placement\ stream}; (r) {restart /\ scan}; (s) {sampler-side\ }; (t) {TDC\ }; (x) {reduced-XOR\ }; (b) {boundary\ }; (p) -- (r); (r) -- (s); (s) -- (t); (t) -- (x); (x) -- (b); {tikzpicture}} {Evidence workflow.",1,SETUP,,none,,comparative,low,None,None,None,TDC;restart;sampler,,,hyphen_count=8; semicolon_count=11; parentheses_count=32; slash_count=3; comma_count=8,"{figure}[t] { }{!}{ {tikzpicture}[ font= , flowstep/.style={draw, rounded corners=1.5pt, minimum width=24mm, minimum height=8mm, align=center, fill=softgray}, a",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Design and Measurement Workflow,,DESIGN_AND_MEASUREMENT_WORKFLOW.P5,DESIGN_AND_MEASUREMENT_WORKFLOW.P5.S2,"The sampler-side counterfactual is the central boundary test; the other measurements establish context, constrain mechanisms, and explain how final-output statistics can hide internal structure.} fig:workflow {figure}",2,RESULT,,evidences,,measurement,medium,Experiment setup,None,None,sampler,can,,hyphen_count=2; semicolon_count=1; colon_count=1; comma_count=2,"X sampler-side counterfactual is the central boundary test; the other measurements establish context, constrain mechanisms, and explain how final-output statist",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P1,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P1.S1,Table tab:setup records the platform and capture configuration that are fixed or recoverable from archived measurement artifacts.,1,SETUP,,none,,measurement,low,Table;Experiment setup,None,Table tab:setup,,,,colon_count=1,X tab:setup records the platform and capture configuration that are fixed or recoverable from archived measurement artifacts.,SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P1,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P1.S2,Values that vary across experiments are reported at the result table rather than treated as a single global constant.,2,RESULT,,evidences,,measurement,low,Experiment setup,None,None,,,,,X that vary across experiments are reported at the result table rather than treated as a single global constant.,SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P2,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P2.S1,"{table}[t] {Experimental platform and capture configuration.} tab:setup {tabular}{@{}L{0.35 }L{0.57 }@{}} Item & Evaluated configuration \\ Board scope & Primary Zynq-7020 lab board, hardware root {20260511\_fpga1\_board1}; repeated second-board checks, hardware root {20260529\_fpga1\_board2} \\ FPGA part & {xc7z020clg400-2} \\ Tool flow & Vivado 2023.2 in-memory build scripts \\ System clock & Single-ended board clock through clock wizard; internal UART/control clock 200 MHz \\ UART capture & 115200 baud, 8N1, no flow control; host logs use COM3 \\ Entropy RTL & 8 data ROs, 2 data-RO stages, 9 sample-RO stages \\ Sampled vector & 64 sampled bits per output reduction \\ Output combining & XOR reduction of the sampled-data vector \\ Restart rows & 1000 rows in the restart/counterfactual artifacts used here \\ Restart body & 125 packed bytes for 1000 bit positions in the bit-symbol restart rows used here \\ Restart timing & 200000 hold cycles and 200000 settle cycles at the 200 MHz control clock in the auto-restart RTL \\ Warmup unit & FIFO output bytes discarded after settle and before recording the row body \\ Entropy tools & NIST EntropyAssessment non-IID and restart tools on prepared bit-symbol inputs \\ {} windows & 12 pair captures, 16 windows per capture; packet-offset lag scan from $-8$ to $+8$ \\ Repeats & 10 MiB continuous-stream, 5 MiB, 20 MiB, and counterfactual repeats where listed in the measurement artifacts \\ {tabular} {table}",1,SETUP,,none,,method,low,Experiment setup,None,None,Entropy;FPGA;NIST;RO;RTL;Restart;restart,evaluated,,hyphen_count=15; semicolon_count=4; colon_count=1; slash_count=2; comma_count=10,"{table}[t] {X platform and capture configuration.} tab:setup {tabular}{@{}X{0.35 }X{0.57 }@{}} X & X configuration \\ X scope & X X lab board, hardware root {20",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S1,The restart analysis is used diagnostically: it asks whether fixed output positions repeat too often across restarts under the evaluated implementation and warmup setting.,1,BOUNDARY,,none,,method,low,None,None,None,restart,evaluated;under,,colon_count=1,X restart analysis is used diagnostically: it asks whether fixed output positions repeat too often across restarts under the evaluated implementation and warmup,SECTION_SPECIFIC,none,ADD_BOUNDARY
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S2,It is not used as a complete {} validation.,2,BG,,jumps,,descriptive,low,None,None,None,,,,,X is not used as a complete {} validation.,SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S3,"The 1000-row restart body follows the restart input shape used by the local {ea\_restart} flow, not an argument that 1000 rows alone is sufficient for certification.",3,BG,,jumps,,descriptive,low,None,None,None,restart,,,hyphen_count=1; comma_count=1,"X 1000-row restart body follows the restart input shape used by the local {ea\_restart} flow, not an argument that 1000 rows alone is sufficient for certificati",SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S1,"For the 1000-by-125-byte bit-symbol restart rows, each row records 125 packed bytes and is expanded row-preservingly into 1000 fixed bit-symbol positions.",1,BG,,none,,descriptive,low,None,None,None,restart,,,hyphen_count=6; comma_count=1,"X the 1000-by-125-byte bit-symbol restart rows, each row records 125 packed bytes and is expanded row-preservingly into 1000 fixed bit-symbol positions.",SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S2,"For fixed bit position $j$, let $n_j$ be the number of one bits across the 1000 restart rows and define {equation} x_j = (n_j, 1000-n_j). {equation} The reported ``Worst $x$'' is $ _j x_j$.",2,BG,,elaborates,,descriptive,low,None,None,None,restart,,,hyphen_count=1; parentheses_count=2; comma_count=2,"X fixed bit position $j$, let $n_j$ be the number of one bits across the 1000 restart rows and define {equation} x_j = (n_j, 1000-n_j). {equation} X reported ``",SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S3,The archived analysis also counts fixed positions whose $x_j$ exceeds the applicable {ea\_restart} cutoff derived from the corresponding non-IID entropy estimate.,3,BG,,elaborates,,descriptive,low,None,None,None,entropy,,,hyphen_count=1,X archived analysis also counts fixed positions whose $x_j$ exceeds the applicable {ea\_restart} cutoff derived from the corresponding non-X entropy estimate.,SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S4,"Table tab:warmup reports the cutoff, maximum count, and resulting diagnostic outcome to keep the table compact; the diagnostic still inspects many fixed positions jointly and is not a collection of independent single-position claims.",4,RESULT,,evidences,,measurement,low,Table,None,Table tab:warmup,,,many,hyphen_count=1; semicolon_count=1; colon_count=1; comma_count=2,"X tab:warmup reports the cutoff, maximum count, and resulting diagnostic outcome to keep the table compact; the diagnostic still inspects many fixed positions j",SECTION_SPECIFIC,risk_word;punctuation_issue,REPLACE_RISK_VERB;SPLIT_SENTENCE
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S5,"For the {} inputs, the archived experiment logs report $H_I=0.902345$ and $X_ {cutoff}=605$ for the MSB bit-symbol route, and $H_I=0.828444$ and $X_ {cutoff}=632$ for the LSB route.",5,SETUP,,elaborates,,descriptive,low,Experiment setup,None,None,,,,hyphen_count=1; comma_count=2,"X the {} inputs, the archived experiment logs report $H_I=0.902345$ and $X_ {cutoff}=605$ for the X bit-symbol route, and $H_I=0.828444$ and $X_ {cutoff}=632$ f",SECTION_SPECIFIC,none,KEEP
